,name,year,rating,m_score,runtime,votes,gross
1945, Tree in the River,2018.0,,,36.0,,
1946, Tree in the River,2018.0,,,36.0,,
1947, Tree in the River,2018.0,,,38.0,,
1948, Tree in the River,2018.0,,,39.0,,
1949, Tree in the River,2018.0,,,39.0,,
1950, Tree in the River,2018.0,,,36.0,,
1951, Tree in the River,2018.0,,,37.0,,
1952, Tree in the River,2018.0,,,39.0,,
1953, Tree in the River,2018.0,,,37.0,,
1954,Kid Ink Feat. Ty Dolla $ign: F With U,2017.0,,,3.0,,
1955, Tree in the River,2018.0,,,39.0,,
1956, Tree in the River,2018.0,,,35.0,,
1957, WatchMojo,2006.0,,,,,
1958, Tree in the River,2018.0,,,32.0,,
1959, Tree in the River,2018.0,,,38.0,,
1960, Tree in the River,2018.0,,,35.0,,
1961, Game Grumps,2012.0,,,,,
1962, Good Morning Britain,2014.0,4.7,,,8.0,
1963,Herbal Medicine Commercial: Jie Yu Wan,2019.0,,,1.0,,
1964,Hot Explicit Ladies,2017.0,,,,,
1965, The Kenny Report,2019.0,,,60.0,,
1966, Afterbuzz TV's Attack on Titan Aftershow,2014.0,,,,,
1967,Rich the Kid: Lot on My Mind,2018.0,,,4.0,,
1968,The Land F.A.U.,2019.0,,,,,
1969,Way Back Home,2019.0,8.2,,17.0,31.0,
1970,Rich the Kid: Plug Walk,2018.0,,,3.0,,
1971,Fascism i en svart bil,2019.0,6.9,,55.0,7.0,
1972,Rich the Kid: Leave Me,2018.0,,,4.0,,
1973, Shepard Smith Reporting,2013.0,,,,,
1974, Shepard Smith Reporting,2013.0,,,,,
1975, Shepard Smith Reporting,2013.0,,,,,
1976, Shepard Smith Reporting,2013.0,,,,,
1977, Shepard Smith Reporting,2013.0,,,,,
1978,Baidu Apollo Self Driving Car Commercial,2019.0,,,1.0,,
1979,Art House Knock,2019.0,,,12.0,,
1980, The Daily Briefing with Dana Perino,2017.0,,,,,
1981, The Daily Briefing with Dana Perino,2017.0,,,,,
1982, The Daily Briefing with Dana Perino,2017.0,,,,,
1983, The Daily Briefing with Dana Perino,2017.0,,,,,
1984, The Daily Briefing with Dana Perino,2017.0,,,,,
1985,Lil Baby: Pure Cocaine,2019.0,,,3.0,,
1986,Zoo Love,2018.0,,,12.0,,
1987,City Girls: Take Yo Man,2018.0,,,3.0,,
1988,Vida em Movimento,2019.0,7.4,,70.0,5.0,
1989,Lil Baby: First Class,2018.0,,,,,
1990, Porte Richmond,2018.0,,,18.0,,
1991, Porte Richmond,2018.0,,,22.0,,
1992, Porte Richmond,2018.0,,,22.0,,
1993, Porte Richmond,2018.0,,,20.0,,
1994, Porte Richmond,2018.0,,,24.0,,
1995, Porte Richmond,2018.0,,,24.0,,
1996, Porte Richmond,2018.0,,,20.0,,
1997, Porte Richmond,2018.0,,,21.0,,
1998, Porte Richmond,2018.0,,,21.0,,
1999, Love's lies,2018.0,,,43.0,,
2000, Love's lies,2018.0,,,43.0,,
2001, Love's lies,2018.0,,,43.0,,
2002, Love's lies,2018.0,,,43.0,,
2003, Love's lies,2018.0,,,43.0,,
2004, Love's lies,2018.0,,,43.0,,
2005, Love's lies,2018.0,,,43.0,,
2006, Love's lies,2018.0,,,43.0,,
2007, Love's lies,2018.0,,,43.0,,
2008, Love's lies,2018.0,,,43.0,,
2009, Love's lies,2018.0,,,43.0,,
2010, Love's lies,2018.0,,,43.0,,
2011, Love's lies,2018.0,,,43.0,,
2012, Love's lies,2018.0,,,43.0,,
2013, Love's lies,2018.0,,,43.0,,
2014, Love's lies,2018.0,,,43.0,,
2015, Love's lies,2018.0,,,43.0,,
2016, Love's lies,2018.0,,,43.0,,
2017, Porte Richmond,2018.0,,,22.0,,
2018, Love's lies,2018.0,,,43.0,,
2019, Love's lies,2018.0,,,43.0,,
2020, Love's lies,2018.0,,,43.0,,
2021, Love's lies,2018.0,,,43.0,,
2022, Love's lies,2018.0,,,43.0,,
2023, Love's lies,2018.0,,,43.0,,
2024, Love's lies,2018.0,,,42.0,,
2025, Love's lies,2018.0,,,43.0,,
2026, Love's lies,2018.0,,,43.0,,
2027, Love's lies,2018.0,,,43.0,,
2028, Love's lies,2018.0,,,43.0,,
2029, Love's lies,2018.0,,,43.0,,
2030, Porte Richmond,2018.0,,,25.0,,
2031, Love's lies,2018.0,,,43.0,,
2032, Love's lies,2018.0,,,43.0,,
2033,Aunty Donna: Camp Bush Camp!,2018.0,8.5,,5.0,33.0,
2034, Love's lies,2018.0,,,43.0,,
2035, Love's lies,2018.0,,,43.0,,
2036, Love's lies,2018.0,,,43.0,,
2037, Love's lies,2018.0,,,43.0,,
2038, Love's lies,2018.0,,,43.0,,
2039, Love's lies,2018.0,,,43.0,,
2040, Love's lies,2018.0,,,43.0,,
2041, Love's lies,2018.0,,,42.0,,
2042,A Boogie Wit Da Hoodie Feat. Davido: Way Too Fly,2018.0,,,3.0,,
2043,Try Again,2019.0,,,,,
2044,Fuckboi Romeo,2018.0,,,,,
2045, Cedar Box,2019.0,,,,,
2046, Love the Whole World,2018.0,,,45.0,,
2047, Love the Whole World,2018.0,,,46.0,,
2048, Love the Whole World,2018.0,,,45.0,,
2049, Love the Whole World,2018.0,,,45.0,,
2050, Love the Whole World,2018.0,,,46.0,,
2051, Love the Whole World,2018.0,,,44.0,,
2052, Love the Whole World,2018.0,,,45.0,,
2053, Love the Whole World,2018.0,,,44.0,,
2054, Love the Whole World,2018.0,,,45.0,,
2055, Love the Whole World,2018.0,,,45.0,,
2056, Love the Whole World,2018.0,,,47.0,,
2057, Love the Whole World,2018.0,,,44.0,,
2058, Love the Whole World,2018.0,,,45.0,,
2059, Love the Whole World,2018.0,,,44.0,,
2060, Love the Whole World,2018.0,,,45.0,,
2061, Love the Whole World,2018.0,,,44.0,,
2062, Love the Whole World,2018.0,,,46.0,,
2063, Love the Whole World,2018.0,,,44.0,,
2064, Love the Whole World,2018.0,,,44.0,,
2065, Love the Whole World,2018.0,,,45.0,,
2066, Love the Whole World,2018.0,,,45.0,,
2067, Love the Whole World,2018.0,,,46.0,,
2068, Love the Whole World,2018.0,,,45.0,,
2069, Love the Whole World,2018.0,,,45.0,,
2070, Love the Whole World,2018.0,,,46.0,,
2071, Love the Whole World,2018.0,,,45.0,,
2072, Love the Whole World,2018.0,,,46.0,,
2073, Love the Whole World,2018.0,,,44.0,,
2074, Love the Whole World,2018.0,,,45.0,,
2075, Love the Whole World,2018.0,,,44.0,,
2076, Love the Whole World,2018.0,,,45.0,,
2077, Love the Whole World,2018.0,,,44.0,,
2078, Love the Whole World,2018.0,,,45.0,,
2079, Love the Whole World,2018.0,,,45.0,,
2080, Love the Whole World,2018.0,,,45.0,,
2081, Love the Whole World,2018.0,,,44.0,,
2082, Love the Whole World,2018.0,,,46.0,,
2083, Love the Whole World,2018.0,,,47.0,,
2084, Love the Whole World,2018.0,,,44.0,,
2085, Love the Whole World,2018.0,,,45.0,,
2086, Love the Whole World,2018.0,,,45.0,,
2087, Love the Whole World,2018.0,,,45.0,,
2088, Love the Whole World,2018.0,,,45.0,,
2089, Love the Whole World,2018.0,,,39.0,,
2090, Love the Whole World,2018.0,,,38.0,,
2091, Love the Whole World,2018.0,,,38.0,,
2092,Thread,2019.0,,,2.0,,
2093, Gee! Thanks Disney!,2018.0,,,45.0,,
2094,Released,2019.0,,,,,
2095,Kandace Springs: Breakdown,2018.0,,,,,
2096,Dave Graney and the MistLY: Ultrakeef,2019.0,,,7.0,,
2097, Muy Muscari,2012.0,,,,,
2098, The Shea Show,2019.0,,,,,
2099,Donae'o Feat. Belly: Chalice,2018.0,,,4.0,,
2100, Anne Will,2007.0,,,,,
2101, Shaunie's Home Court,2016.0,,,20.0,,
2102,Love's lies,2018.0,,,,,
2103, The Shea Show,2019.0,,,,,
2104,Tree in the River,2018.0,6.5,,,47.0,
2105, Nazar,2018.0,,,,,
2106,HRVY: I Wish You Were Here,2018.0,,,,,
2107, The Shea Show,2019.0,,,,,
2108,Never Ever,2018.0,9.1,,,80.0,
2109,Empty Track,2019.0,,,,,
2110,Scandalous,2018.0,7.5,,60.0,7.0,
2111, The Shea Show,2019.0,,,,,
2112, Scary Stories for Kids,2019.0,,,11.0,,
2113, The Shea Show,2019.0,,,,,
2114,PJAMA: 27 02,2019.0,,,5.0,,
2115, Bing-ui,2019.0,7.3,,65.0,22.0,
2116,Miguel Fasa: Still Standing,2018.0,,,4.0,,
2117,Say Yes to Continue,2020.0,,,3.0,,
2118,Tents,2019.0,,,,,
2119,Miguel Fasa: I Feel So Alive,2018.0,,,4.0,,
2120, Kids Baking Championship,2015.0,,,42.0,,
2121,Michelle Martinez: Soul Dancing,2018.0,,,4.0,,
2122,Michelle Martinez: Not Broken,2018.0,,,5.0,,
2123,Taylor Castro: Don't Know What to Say,2018.0,,,4.0,,
2124, My Filmmaking Journey,2019.0,7.5,,,13.0,
2125, CollegeHumor Originals,2006.0,,,,,
2126,Deep Forest,2018.0,,,,,
2127,Taylor Castro: Be Strong (Boyfriend Killer Edition),2018.0,,,4.0,,
2128, Afterbuzz TV's Attack on Titan Aftershow,2014.0,,,,,
2129, Wagas,2013.0,,,,,
2130, Molly & Pip,2018.0,,,,,
2131,Yarali Kuslar,2019.0,7.1,,90.0,79.0,
2132,Taylor Castro: Be Strong,2018.0,,,4.0,,
2133,Taylor Castro: I Got You,2018.0,,,3.0,,
2134, Necrópolis,2019.0,8.0,,,6.0,
2135, Pinoy Big Brother,2005.0,,,,,
2136,Blind Ambition,2021.0,7.9,,96.0,48.0,
2137, The Frigeek Show,2018.0,,,,,
2138,Nice,2019.0,,,5.0,,
2139, The Frigeek Show,2018.0,,,,,
2140, Pinoy Big Brother,2005.0,,,,,
2141, The Frigeek Show,2018.0,,,,,
2142,Group Selfie,2019.0,,,,,
2143, The Frigeek Show,2018.0,,,,,
2144, The Frigeek Show,2018.0,,,,,
2145,The future is built,2018.0,,,,,
2146, The Frigeek Show,2018.0,,,,,
2147,Relíquias,2018.0,,,,,
2148, Legendary Locations,2017.0,6.6,,43.0,7.0,
2149, The Frigeek Show,2018.0,,,,,
2150,Life Without Sara Amat,2019.0,6.7,,74.0,147.0,
2151, The Frigeek Show,2018.0,,,,,
2152, 60 Minutes,1968.0,,,43.0,,
2153,Been Broken,2020.0,,,19.0,,
2154,Baiat de lemn,2017.0,,,9.0,,
2155, La Voz,2018.0,,,,,
2156,Going to Angel Island,2019.0,,,,,
2157, Voxday Darkstream,2017.0,,,,,
2158, The Adventures of James & Jake,2016.0,,,,,
2159,Blood Money,2019.0,,,,,
2160,Becoming Phil,2019.0,,,,,
2161, The Public Space,2018.0,,,,,
2162, Grimms Notes the Animation,2019.0,,,,,
2163, M.I. Stuff,2017.0,,,,,
2164,Rambler,2019.0,,,8.0,,
2165, Detail,2018.0,,,,,
2166,ICW: Insanity,2019.0,,,,,
2167, Aunty Donna: Best Content Ever!!1!,2017.0,,,,,
2168, Aunty Donna: Best Content Ever!!1!,2017.0,7.8,,,5.0,
2169, Aunty Donna: Best Content Ever!!1!,2017.0,,,,,
2170, MODELS Talk,2018.0,,,,,
2171, Aunty Donna: Best Content Ever!!1!,2017.0,,,,,
2172, The Price of Smiles,2019.0,6.2,,,5.0,
2173, Halsey Live: News,2019.0,,,,,
2174, MODELS Talk,2018.0,,,,,
2175, Taskmaster,2017.0,5.9,,,11.0,
2176, Aunty Donna: Best Content Ever!!1!,2017.0,8.8,,,5.0,
2177,Weekend,2018.0,,,,,
2178, Tror du jag ljuger?,2016.0,,,,,
2179,Dimension: Black Church,2017.0,,,4.0,,
2180,Sleeper,2019.0,,,,,
2181, The Project,2017.0,,,60.0,,
2182,A Portrait of Butterflies,2019.0,7.7,,10.0,6.0,
2183,Starflyer 59: Terror,2019.0,,,3.0,,
2184, NASCAR on Fox,2001.0,,,,,
2185, Red vs. Blue,2003.0,7.1,,11.0,19.0,
2186,Aryeh-Or: STND+DLVR,2017.0,,,5.0,,
2187,Old McDonald and Many More Nursery Rhymes,2018.0,8.4,,46.0,7.0,
2188,Facebook's Memory Hole,2019.0,,,5.0,,
2189,Aunty Donna: Best Content Ever!!1!,2017.0,8.3,,5.0,18.0,
2190,No Faith in the Streets,2019.0,,,11.0,,
2191,All Aboard!,2019.0,,,21.0,,
2192,Beach Girls,2017.0,,,,,
2193,Wien is 't Hof van Commerce,2018.0,7.2,,,5.0,
2194, Love in Sadness,2019.0,,,,,
2195, Love in Sadness,2019.0,,,,,
2196, Love in Sadness,2019.0,,,,,
2197, Love in Sadness,2019.0,,,,,
2198,Plan C,2019.0,,,,,
2199,9/11: Escape from the Towers,2018.0,8.1,,120.0,99.0,
2200,Albatross,2017.0,8.3,,97.0,40.0,
2201,The Encounter,2019.0,,,6.0,,
2202,Cannabis Evolution,2019.0,6.3,,70.0,82.0,
2203,However Long,2019.0,,,77.0,,
2204,Cristina,2017.0,,,,,
2205, Cinema Club,2018.0,,,,,
2206,The Curtain,2019.0,9.0,,,224.0,
2207,Bigfoot Exists!,2019.0,,,240.0,,
2208,Moja Generacija Z,2019.0,4.2,,30.0,159.0,
2209,Beasts of Burden,2018.0,,,43.0,,
2210, The Reality Show,2017.0,,,9.0,,
2211,The Holden Family Plan,2019.0,,,,,
2212,Social Media Apocalypse,2019.0,6.6,,75.0,16.0,
2213, Jazza,2012.0,,,,,
2214, Junk Drawer Magic,2015.0,,,,,
2215, Jazza,2012.0,,,,,
2216, Jazza,2012.0,,,,,
2217,One Night Stand,2019.0,,,15.0,,
2218,Sonflower,2019.0,,,3.0,,
2219,Donut Boi,2018.0,,,,,
2220,Alien Messiah,2019.0,3.1,,75.0,51.0,
2221,American Illuminati 2,2019.0,,,70.0,,
2222, Kuchenne rewolucje,2010.0,,,,,
2223, Kuchenne rewolucje,2010.0,,,,,
2224, Afterlife Sessions,2015.0,,,50.0,,
2225,My dearest Anne,2020.0,,,,,
2226,Humanity Insanity,2019.0,,,70.0,,
2227, NDR Talk Show,1979.0,,,,,
2228,Coping Ugly,2018.0,,,11.0,,
2229,Earth: Population Overload,2018.0,5.4,,66.0,15.0,
2230,Gucci Gucci Prada Prada,2017.0,,,37.0,,
2231, La rosa de Guadalupe,2008.0,,,,,
2232,Visions of Grandeur,2019.0,,,,,
2233,Mind Control: The Trance-Formation of America,2019.0,,,70.0,,
2234, DAS!,1991.0,,,,,
2235,In Rehearsal,2019.0,,,,,
2236, Al punto,2007.0,,,,,
2237, Caillou Gets Grounded: The Show,2019.0,,,,,
2238, Sagenhaft,2013.0,,,,,
2239,Fumer,2018.0,,,,,
2240,Britain's Royals: The House of Windsor,2019.0,7.5,,70.0,25.0,
2241,Kuttram Seiyel,2019.0,,,,,
2242, KPOP Time,2012.0,,,,,
2243, Koptashow,2019.0,,,30.0,,
2244,Persistence of Vision,2018.0,,,2.0,,
2245,Industrealization,2018.0,,,3.0,,
2246,"Conspiracy Chronicles: 9/11, Aliens and the Illuminati",2018.0,3.5,,75.0,27.0,
2247, Don't Sweat the Small Stuff,2019.0,,,,,
2248,Die Macht der Bücher: Französischsprachige Literatur heute,2017.0,,,53.0,,
2249, Thomas Sanders,2013.0,,,,,
2250,Sokagin Çocuklari,2019.0,4.5,,98.0,218.0,
2251, Tim Rants,2016.0,,,,,
2252,Domestic Relations,2018.0,,,24.0,,
2253,A Cherry Tale,2019.0,6.4,,85.0,9.0,
2254, Central Tonight,2006.0,,,,,
2255, Home & Family,2012.0,,,,,
2256, Home & Family,2012.0,,,,,
2257, Midlands Today,1964.0,,,,,
2258, Home & Family,2012.0,,,,,
2259, Home & Family,2012.0,,,,,
2260, Home & Family,2012.0,,,,,
2261, Home & Family,2012.0,,,,,
2262, Home & Family,2012.0,,,,,
2263,Anya Marina: Indie-pendent Woman,2018.0,,,,,
2264, Outnumbered Overtime with Harris Faulkner,2017.0,,,,,
2265, Outnumbered Overtime with Harris Faulkner,2017.0,,,,,
2266, Outnumbered Overtime with Harris Faulkner,2017.0,,,,,
2267, Outnumbered Overtime with Harris Faulkner,2017.0,,,,,
2268, Outnumbered Overtime with Harris Faulkner,2017.0,,,,,
2269, De Kluis,2018.0,,,,,
2270, De Kluis,2018.0,,,,,
2271,No Gogó do Paulinho,2020.0,5.4,,98.0,248.0,
2272,High Flying Jade,2019.0,,,30.0,,
2273, Outnumbered,2014.0,,,,,
2274, Helt Perfekt,2018.0,,,,,
2275, Outnumbered,2014.0,,,,,
2276, Outnumbered,2014.0,,,,,
2277,Audit10n,2019.0,,,14.0,,
2278, Outnumbered,2014.0,,,,,
2279, Outnumbered,2014.0,,,,,
2280,Déconnexion,2018.0,,,,,
2281,Casting - The Show,2019.0,,,,,
2282,Une vie de château,2019.0,,,55.0,,
2283,Staged Dad,2020.0,6.2,,25.0,5.0,
2284, IMDb on the Scene - Interviews,2017.0,6.3,,,159.0,
2285, Thumbs Up,2019.0,,,,,
2286,Midnight Snack,2018.0,,,2.0,,
2287,Car Commercials of the 50's & 60's,2018.0,,,120.0,,
2288, America's Newsroom,2007.0,,,,,
2289, America's Newsroom,2007.0,,,,,
2290, America's Newsroom,2007.0,,,,,
2291, America's Newsroom,2007.0,,,,,
2292, America's Newsroom,2007.0,,,,,
2293,Mukilae 5,2018.0,,,,,
2294, Kralj Petar I,2019.0,8.1,,,20.0,
2295, Marc&Max: Time of Terror,2019.0,,,,,
2296, Marc&Max: Time of Terror,2019.0,,,,,
2297, Fox and Friends,1998.0,,,,,
2298, Dancing on Ice,2006.0,,,,,
2299, Fox and Friends,1998.0,,,,,
2300, Fox and Friends,1998.0,,,,,
2301, Marc&Max: Time of Terror,2019.0,,,,,
2302, Fox and Friends,1998.0,,,,,
2303, Fox and Friends,1998.0,,,,,
2304, This Week in MLB the Show,2018.0,,,,,
2305, This Week in MLB the Show,2018.0,,,,,
2306, Marc&Max: Time of Terror,2019.0,,,,,
2307, This Week in MLB the Show,2018.0,,,,,
2308, This Week in MLB the Show,2018.0,,,,,
2309, This Week in MLB the Show,2018.0,,,,,
2310,Paradise,2019.0,7.2,,135.0,58.0,
2311, Otac i sin,2018.0,,,,,
2312,H20: Hardcore Kingdom 3,2019.0,,,,,
2313, The Jonathan Ross Show,2011.0,7.5,,,9.0,
2314,De la piel del Diablo,2019.0,3.6,,75.0,14.0,
2315, Life Hacks for Kids,2014.0,,,,,
2316,Lilly Among Clouds: Surprise,2019.0,,,3.0,,
2317,Wise Folks,2018.0,,,26.0,,
2318, Nöbet,2019.0,,,,,
2319, This Week in MLB the Show,2018.0,,,,,
2320,Crossroads Boston,2018.0,,,,,
2321, Warrior Nun,2020.0,7.0,,50.0,1137.0,
2322,H20: A Christmas Classic 2,2017.0,,,,,
2323, This Week in MLB the Show,2018.0,,,,,
2324, This Week in MLB the Show,2018.0,,,,,
2325, Building Brady,2018.0,,,,,
2326, Timeless Guilt,2018.0,,,,,
2327,The Wag: Everybody Said,2018.0,,,3.0,,
2328,"H20 Subterranean Violence, Vol. 4: 'King of the Underground'",2019.0,,,,,
2329,Diastheme,2019.0,,,,,
2330, Olivia,2019.0,,,48.0,,
2331, Olivia,2019.0,,,48.0,,
2332, Olivia,2019.0,,,49.0,,
2333,Olympiad drömmen 2020,2019.0,,,27.0,,
2334, Loitering in Wonderland the Twilight Zone Review,2015.0,,,,,
2335, Loitering in Wonderland the Twilight Zone Review,2015.0,,,,,
2336, The Podcasts Podcast,2017.0,,,,,
2337, Loitering in Wonderland the Walking Dead Review,2015.0,,,,,
2338,New Baby,2018.0,,,,,
2339,Death Sentence,2017.0,,,,,
2340,No Apology,2019.0,5.7,,102.0,64.0,
2341, This Week in MLB the Show,2018.0,,,,,
2342, This Week in MLB the Show,2018.0,,,,,
2343, We Never Learn,2019.0,7.5,,23.0,27.0,
2344, We Never Learn,2019.0,7.4,,23.0,27.0,
2345, We Never Learn,2019.0,7.7,,23.0,27.0,
2346, We Never Learn,2019.0,7.8,,,29.0,
2347, We Never Learn,2019.0,7.5,,23.0,28.0,
2348, We Never Learn,2019.0,7.5,,,28.0,
2349, We Never Learn,2019.0,7.5,,,28.0,
2350, We Never Learn,2019.0,7.5,,,28.0,
2351, We Never Learn,2019.0,7.5,,,28.0,
2352, We Never Learn,2019.0,7.4,,23.0,29.0,
2353, We Never Learn,2019.0,7.1,,,33.0,
2354, The Helpful Fox Senko-san,2017.0,8.7,,23.0,36.0,
2355, The Helpful Fox Senko-san,2017.0,8.5,,23.0,32.0,
2356, The Helpful Fox Senko-san,2017.0,8.6,,23.0,32.0,
2357, The Helpful Fox Senko-san,2017.0,8.3,,23.0,33.0,
2358, The Helpful Fox Senko-san,2017.0,8.1,,23.0,35.0,
2359, The Helpful Fox Senko-san,2017.0,8.3,,23.0,36.0,
2360,Bacchanalia,2017.0,,,72.0,,
2361, The Helpful Fox Senko-san,2017.0,8.5,,23.0,36.0,
2362, The Helpful Fox Senko-san,2017.0,8.4,,23.0,35.0,
2363, The Helpful Fox Senko-san,2017.0,8.6,,23.0,34.0,
2364, The Helpful Fox Senko-san,2017.0,8.3,,23.0,38.0,
2365, Idiots with Mario,2017.0,,,,,
2366, The Helpful Fox Senko-san,2017.0,8.3,,23.0,39.0,
2367,Glitter Bitches,2017.0,,,,,
2368, Radio Free America,2017.0,,,,,
2369, Afterlost: Where I End and You Begin,2019.0,5.3,,23.0,7.0,
2370,Vision Eternel: Moments of Absence,2019.0,,,8.0,,
2371, Afterlost: Where I End and You Begin,2019.0,5.4,,23.0,7.0,
2372, Survivor: Ponderosa,2015.0,,,,,
2373, Afterlost: Where I End and You Begin,2019.0,5.6,,23.0,7.0,
2374, Afterlost: Where I End and You Begin,2019.0,6.0,,23.0,7.0,
2375, Survivor: Ponderosa,2015.0,,,,,
2376, Afterlost: Where I End and You Begin,2019.0,5.9,,23.0,7.0,
2377, Afterlost: Where I End and You Begin,2019.0,5.4,,23.0,7.0,
2378, Afterlost: Where I End and You Begin,2019.0,5.9,,23.0,8.0,
2379, Survivor: Ponderosa,2015.0,,,,,
2380, Afterlost: Where I End and You Begin,2019.0,5.9,,23.0,9.0,
2381,An American Named Kazan,2018.0,7.1,,53.0,20.0,
2382, Afterlost: Where I End and You Begin,2019.0,6.6,,23.0,10.0,
2383, Afterlost: Where I End and You Begin,2019.0,6.4,,23.0,11.0,
2384, Survivor: Ponderosa,2015.0,,,,,
2385, Afterlost: Where I End and You Begin,2019.0,7.2,,23.0,12.0,
2386,Losgeloest,2019.0,,,,,
2387, Survivor: Ponderosa,2015.0,,,,,
2388, Survivor: Ponderosa,2015.0,,,,,
2389, Senryuu Girl,2019.0,7.5,,,11.0,
2390,Déconnexion,2018.0,,,,,
2391, Senryuu Girl,2019.0,7.5,,,9.0,
2392,No Views,2018.0,,,,,
2393, Senryuu Girl,2019.0,7.2,,,9.0,
2394, Senryuu Girl,2019.0,7.5,,,9.0,
2395, Survivor: Ponderosa,2015.0,,,,,
2396, Senryuu Girl,2019.0,7.4,,,9.0,
2397, Senryuu Girl,2019.0,7.4,,,9.0,
2398, Senryuu Girl,2019.0,7.6,,,9.0,
2399, This Week in MLB the Show,2018.0,,,,,
2400, Survivor: Ponderosa,2015.0,,,,,
2401, Senryuu Girl,2019.0,7.1,,,10.0,
2402, Senryuu Girl,2019.0,7.0,,,10.0,
2403, Senryuu Girl,2019.0,6.8,,,10.0,
2404, Survivor: Ponderosa,2015.0,,,,,
2405, Senryuu Girl,2019.0,6.9,,,10.0,
2406, Philosopher's Grandson,2019.0,7.9,,25.0,45.0,
2407, Philosopher's Grandson,2019.0,7.7,,23.0,45.0,
2408, Philosopher's Grandson,2019.0,7.8,,23.0,45.0,
2409, Survivor: Ponderosa,2015.0,,,,,
2410, Philosopher's Grandson,2019.0,7.7,,23.0,45.0,
2411, Philosopher's Grandson,2019.0,7.4,,23.0,45.0,
2412, Philosopher's Grandson,2019.0,7.7,,23.0,47.0,
2413, The Web Opera,2019.0,,,,,
2414, Philosopher's Grandson,2019.0,7.9,,23.0,47.0,
2415, Philosopher's Grandson,2019.0,7.9,,23.0,52.0,
2416, Philosopher's Grandson,2019.0,8.3,,23.0,55.0,
2417,Fragments,2019.0,,,,,
2418, Philosopher's Grandson,2019.0,7.8,,23.0,53.0,
2419, Philosopher's Grandson,2019.0,8.2,,23.0,56.0,
2420, Ao-chan Can't Study,2019.0,7.0,,,17.0,
2421, Ao-chan Can't Study,2019.0,6.4,,,15.0,
2422, Ao-chan Can't Study,2019.0,6.7,,,16.0,
2423, This Week in MLB the Show,2018.0,,,,,
2424, Ao-chan Can't Study,2019.0,6.9,,,15.0,
2425, Ao-chan Can't Study,2019.0,6.5,,,14.0,
2426, Ao-chan Can't Study,2019.0,6.9,,,15.0,
2427, Ao-chan Can't Study,2019.0,6.8,,,15.0,
2428, Ao-chan Can't Study,2019.0,6.5,,,16.0,
2429, Ky's Korner (YouTube Podcast),2018.0,,,,,
2430, Ao-chan Can't Study,2019.0,6.6,,,15.0,
2431, Ao-chan Can't Study,2019.0,6.9,,,15.0,
2432, Ao-chan Can't Study,2019.0,6.7,,,19.0,
2433, Fruits Basket,2019.0,8.2,,24.0,189.0,
2434, Fruits Basket,2019.0,7.7,,24.0,187.0,
2435, Scenes from a Hat,2017.0,,,30.0,,
2436, Fruits Basket,2019.0,7.7,,24.0,184.0,
2437,Halsey Live: News,2019.0,,,,,
2438, Fruits Basket,2019.0,8.0,,24.0,202.0,
2439, Fruits Basket,2019.0,8.3,,24.0,216.0,
2440, Fruits Basket,2019.0,8.7,,24.0,256.0,
2441, Fruits Basket,2019.0,7.8,,24.0,203.0,
2442, Fruits Basket,2019.0,8.7,,24.0,268.0,
2443, Fruits Basket,2019.0,7.7,,24.0,218.0,
2444, Fruits Basket,2019.0,7.8,,24.0,227.0,
2445, Fruits Basket,2019.0,7.7,,24.0,250.0,
2446,Unprotected,2019.0,,,16.0,,
2447, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.4,,23.0,7.0,
2448, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.2,,23.0,10.0,
2449, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.3,,23.0,9.0,
2450, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.3,,23.0,9.0,
2451, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.4,,23.0,9.0,
2452, Undercover Law,2018.0,,,,,
2453, Undercover Law,2018.0,,,,,
2454, Undercover Law,2018.0,,,,,
2455, Undercover Law,2018.0,,,,,
2456, Undercover Law,2018.0,,,,,
2457, Undercover Law,2018.0,,,,,
2458, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.2,,,9.0,
2459,Letters,2020.0,,,,,
2460, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.4,,23.0,10.0,
2461, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.1,,23.0,10.0,
2462, Agniphera,2017.0,,,,,
2463, Agniphera,2017.0,,,,,
2464, Agniphera,2017.0,,,,,
2465, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,8.0,,23.0,10.0,
2466, Agniphera,2017.0,,,,,
2467, This Week in MLB the Show,2018.0,,,,,
2468, Agniphera,2017.0,,,,,
2469, Agniphera,2017.0,,,,,
2470, Agniphera,2017.0,,,,,
2471, Agniphera,2017.0,,,,,
2472, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,7.9,,23.0,12.0,
2473, Agniphera,2017.0,,,,,
2474, Yu-No: A Girl Who Chants Love at the Bound of this World,2019.0,7.6,,23.0,15.0,
2475, Agniphera,2017.0,,,,,
2476, Agniphera,2017.0,,,,,
2477,Nepal - Homebird,2019.0,,,52.0,,
2478, Agniphera,2017.0,,,,,
2479, Agniphera,2017.0,,,,,
2480, Agniphera,2017.0,,,,,
2481, Agniphera,2017.0,,,,,
